-303610.412522	-535133.967522	-535135.657060
-123092.505679	554042.648588	554039.012171
117707.733376	56924.132269	56915.957329
111206.084422	-462619.825293	-462623.646652
177895.736067	-532651.286156	-532655.032427
-202976.213230	287247.085414	287243.421090
431506.629282	-370546.059345	-370555.504905
542224.505393	166695.632970	166664.398711
738289.153713	368982.962914	368834.337325
-133554.150869	594739.269812	594735.879967
123598.085682	-570441.237232	-570444.391149
275409.239415	-17713.176348	-17725.393400
135051.928100	304164.320943	304155.692264
239458.102542	-35284.446127	-35295.209071
605547.995664	-126766.342582	-126796.671669
-534650.549190	-246183.411620	-246184.989990
-481927.975685	322429.644551	322427.612524
313916.425377	130102.247360	130087.111020
103050.046047	-544129.264730	-544132.474846
229377.120798	183390.103954	183378.342209
520616.911564	313988.634858	313962.075077
-257562.704262	553955.350362	553952.601691
724986.108489	36032.788622	35933.951275
-98665.430412	582261.974012	582258.265832
-244411.440603	-258853.561715	-258856.172081
-139615.188540	-329314.338183	-329317.271775
296879.271092	-336428.220135	-336435.633586
513630.538868	7204.735694	7178.087911
-122034.643405	-140550.651609	-140554.445442
-501034.812280	129921.793968	129919.802483
-130403.103968	434534.258809	434530.257306
-347266.217304	485284.605243	485282.168877
171830.063847	135909.810427	135899.946419
-248052.222927	532255.954172	532253.095929
-199101.160303	76802.415514	76798.732253
-113607.500807	360167.921895	360163.544527
31488.147275	515438.479198	515433.085091
-60648.642410	376234.905626	376229.979193
-289601.570338	-458292.694025	-458294.600854
-462835.631786	-108118.719354	-108120.682796
-145753.383701	450215.433243	450211.618459
31157.018362	443496.719350	443490.873489
-175153.383900	190508.958163	190504.990608
-171935.236965	-9953.395812	-9957.157803
-14529.638207	-472942.329509	-472945.306227
70335.862433	614465.123497	614459.975962
-267427.098902	-357730.592783	-357732.831217
501851.666720	35694.405978	35668.036405
568598.617259	-27512.963409	-27544.029792
26770.209705	-528535.391732	-528538.293107
407041.707494	124003.452961	123983.201891
-160372.805866	595457.005953	595453.799992
403217.994966	-462576.715726	-462583.580535
-11454.298325	204129.070496	204123.107705
-24233.259895	-208795.747374	-208800.115490
352828.729317	-310376.885154	-310419.318968
265748.511080	-137316.786946	-137326.910787
172672.788913	537968.699363	537961.328803
581342.179136	30996.396478	30962.409342
-456171.313988	415418.953378	415416.707085
-377845.909546	2916.939693	2914.495458
98774.669243	-591786.990045	-591789.891148
262811.701477	-557209.033722	-557213.156720
-422678.547050	-125994.185982	-125996.276213
28726.103182	35504.229281	35497.899632
-335034.254441	213428.192429	213425.414244
476955.170830	350049.974406	350027.882029
-472710.866165	-379981.013229	-379982.566590
399737.946094	-257332.759911	-257344.444015
270376.300552	-61754.392696	-61765.829894
601956.380730	27224.075030	27187.871600
-33179.039664	-571636.365752	-571638.801579
-286376.450260	-490746.903413	-490748.741857
-488290.695476	-370865.949626	-370867.478182
51177.730878	-230422.650484	-230427.690559
-405710.163016	409542.832501	409540.559395
513400.252346	-92792.452827	-92816.019407
437493.309632	242762.409630	242740.471197
381751.821920	-230341.045250	-230352.843117
-352079.643910	-459460.954821	-459462.678264
414556.504875	383775.714352	383758.040233
182817.201741	103708.068005	103890.498686
-12382.689266	-597197.543003	-597199.950999
8265.147010	107610.012463	107603.813103
-476364.898125	-79742.222214	-79744.168581
43167.613502	-616499.114975	-616501.648688
-440732.625130	26720.779777	26718.598221
446086.496308	326297.204421	326276.309853
466503.922387	314995.800161	314973.324518
-128002.046359	551078.880957	551075.279259
-581903.905827	-85088.305107	-85089.916090
-12205.062190	-608145.784964	-608148.145208
-240905.200057	-480938.769775	-480940.772733
530113.762351	-159260.691397	-159282.592662
476704.387716	-373573.045457	-373583.529089
77484.129208	-166572.274837	-166578.149321
617641.342605	-17134.146704	-17171.176645
22304.659049	417387.241795	417381.379684
-599004.626930	2689.040322	2687.419450
-499403.868445	-113717.280736	-113719.112815
-609192.009760	21841.938191	21840.336844
-474828.786665	20562.606492	20560.566773
-444484.842176	-3629.548030	-3631.687090
-598544.552376	-154409.210038	-154410.719885
267724.255863	-477170.994220	-477176.011624
-248722.344826	-11101.938163	-11100.873015
