-0.012133	0.006546	0.006546
0.000039	-0.000245	-0.000246
0.000502	0.000006	0.000005
0.000403	0.000134	0.000134
-0.000040	0.000140	0.000140
-0.002827	0.000281	0.000279
0.000069	0.000333	0.000332
0.000232	-0.000030	-0.000030
-0.000315	0.000658	0.000658
0.000124	-0.000300	-0.000300
0.000323	-0.000069	-0.000069
0.000349	0.000586	0.000585
-0.002131	-0.000606	-0.000606
0.005115	0.003550	0.003549
0.000227	0.000208	0.000207
0.000453	0.000232	0.000232
-0.000306	-0.000595	-0.000595
-0.001518	0.000765	0.000761
-0.000661	0.000259	0.000258
-0.003217	0.000250	0.000249
-0.000067	-0.000045	-0.000046
0.016554	0.015025	0.015025
0.000225	0.000521	0.000520
-0.000122	0.000210	0.000209
-0.000333	0.000577	0.000577
0.009498	-0.002194	-0.002195
0.000169	0.000211	0.000211
-0.000520	0.000982	0.000978
-0.006128	-0.000624	-0.000624
-0.000305	-0.000174	-0.000175
-0.000013	-0.002595	-0.002596
-0.034066	-0.012150	-0.012153
-0.000102	-0.000426	-0.000427
-0.003047	0.000146	0.000144
0.000234	-0.000497	-0.000499
-0.001089	-0.000646	-0.000646
0.000094	-0.000105	-0.000106
0.000098	0.000471	0.000470
0.000198	-0.000059	-0.000061
-0.000041	0.000015	0.000014
-0.000929	-0.000594	-0.000595
0.000091	-0.000211	-0.000212
0.000257	0.000275	0.000275
0.001062	-0.000030	-0.000030
-0.022904	-0.001445	-0.001445
0.000136	-0.000032	-0.000034
0.000882	-0.000129	-0.000130
-0.000104	-0.000061	-0.000062
-0.002679	0.002147	0.002147
0.000698	-0.000421	-0.000423
-0.000203	-0.000143	-0.000147
-0.001617	-0.002262	-0.002264
-0.003729	-0.002562	-0.002562
-0.000122	-0.000288	-0.000290
0.002197	-0.000126	-0.000126
-0.000192	0.000001	0.000001
0.004321	0.000559	0.000558
-0.000154	0.000012	0.000011
-0.000224	-0.000231	-0.000231
0.000906	0.000038	0.000036
-0.000620	-0.000327	-0.000328
-0.002133	0.001992	0.001989
-0.000052	0.000398	0.000397
0.000607	0.000126	0.000126
-0.000513	0.000072	0.000072
-0.000423	0.000213	0.000213
0.000391	0.000376	0.000376
0.000041	-0.000238	-0.000239
0.001208	-0.000428	-0.000429
-0.000110	-0.000413	-0.000413
-0.000346	-0.000408	-0.000409
-0.003334	0.001524	0.001523
0.000083	-0.000133	-0.000135
0.000603	0.000028	0.000027
0.000679	0.000220	0.000219
-0.000734	-0.001138	-0.001138
-0.000197	0.000124	0.000123
-0.000365	0.000136	0.000136
0.000138	0.000039	0.000038
0.000285	0.000043	0.000043
0.004678	-0.000349	-0.000349
-0.000392	-0.000166	-0.000167
0.000100	0.000400	0.000400
0.000230	0.000451	0.000450
-0.000293	-0.000342	-0.000343
-0.000380	0.000447	0.000446
-0.000685	0.000784	0.000783
0.000321	-0.000245	-0.000245
-0.000790	-0.000852	-0.000853
-0.000302	0.000007	0.000006
-0.005468	0.002005	0.002004
0.000610	0.000177	0.000175
-0.000031	0.000822	0.000822
0.000046	-0.000200	-0.000201
0.000987	0.000236	0.000236
-0.000321	-0.000707	-0.000708
-0.000392	-0.000265	-0.000268
0.000950	-0.000070	-0.000071
0.000041	0.000065	0.000064
0.000855	-0.000282	-0.000282
0.001477	-0.001142	-0.001143
-0.001576	-0.000635	-0.000635
-0.006974	0.002827	0.002827
-0.000070	-0.000204	-0.000206
0.002557	-0.000737	-0.000739
-0.000293	-0.000234	-0.000234
0.002235	0.000075	0.000075
0.000634	-0.000055	-0.000055
-0.000003	-0.000253	-0.000253
0.002650	0.000898	0.000896
-0.000204	-0.000461	-0.000464
0.002328	-0.000715	-0.000717
-0.001159	0.000008	0.000005
0.000554	-0.000799	-0.000799
0.000881	0.000213	0.000213
-0.000495	-0.000634	-0.000635
-0.004961	-0.006686	-0.006689
0.002200	0.001900	0.001899
-0.001272	0.000694	0.000694
-0.000088	0.000702	0.000701
-0.001590	-0.000194	-0.000195
-0.000318	0.000277	0.000277
0.001289	0.000592	0.000592
0.000017	-0.000088	-0.000090
-0.000132	-0.003238	-0.003238
0.001689	0.001061	0.001059
0.000436	0.000655	0.000655
-0.000882	0.000626	0.000625
0.033094	0.011736	0.011733
-0.014093	-0.014171	-0.014171
0.000134	0.000142	0.000141
0.000428	0.000352	0.000352
0.001628	0.005041	0.005038
0.000431	-0.000943	-0.000944
-0.000194	-0.000318	-0.000319
0.000099	0.000335	0.000334
-0.000132	-0.000019	-0.000020
0.000481	0.000433	0.000432
0.003030	0.001613	0.001613
0.000259	0.000696	0.000696
-0.000047	-0.000123	-0.000124
0.000483	0.000034	0.000033
0.000872	0.001804	0.001804
-0.000008	-0.000178	-0.000180
0.001638	-0.000028	-0.000028
-0.000027	0.000327	0.000325
0.000515	0.000070	0.000069
0.004668	0.001485	0.001484
0.007544	0.004340	0.004337
-0.013730	-0.003308	-0.003309
0.000151	0.000116	0.000116
-0.000257	-0.000129	-0.000132
0.000250	0.000312	0.000309
-0.000087	-0.000318	-0.000319
-0.001331	-0.001614	-0.001618
-0.000731	0.000042	0.000041
-0.000001	0.000021	0.000020
0.002306	-0.000271	-0.000272
0.001337	-0.000297	-0.000298
0.001720	-0.001020	-0.001021
0.002405	0.000582	0.000580
0.002616	-0.000305	-0.000305
-0.001236	0.000778	0.000778
-0.001470	-0.002330	-0.002331
-0.000097	0.000114	0.000113
-0.000405	-0.000361	-0.000361
0.000490	-0.000512	-0.000515
-0.000228	0.000482	0.000481
-0.000485	0.000544	0.000543
0.001746	-0.004340	-0.004340
0.000264	-0.000188	-0.000188
-0.005134	0.003314	0.003314
0.000260	0.000111	0.000111
0.018128	0.002625	0.002625
0.002354	-0.001920	-0.001920
0.000393	-0.000141	-0.000143
-0.000094	0.000012	0.000010
0.000298	0.000464	0.000463
0.000145	-0.000230	-0.000231
0.000447	0.000090	0.000089
0.001640	0.002081	0.002080
-0.002036	0.001380	0.001378
0.000019	0.000079	0.000079
-0.005979	-0.001475	-0.001475
-0.000495	0.000803	0.000801
-0.000625	-0.000163	-0.000164
0.001309	0.001387	0.001387
0.000042	-0.000134	-0.000135
-0.000048	0.000220	0.000220
0.001565	-0.000169	-0.000169
-0.007472	-0.003922	-0.003926
0.000402	-0.000084	-0.000084
0.011661	-0.006742	-0.006743
0.004976	0.000237	0.000236
-0.000026	0.000041	0.000041
-0.000163	-0.000092	-0.000093
0.024267	0.001571	0.001571
0.000358	0.000487	0.000487
0.000172	0.000193	0.000193
-0.000146	-0.000088	-0.000088
-0.000761	-0.002691	-0.002692
0.000246	-0.000271	-0.000271
-0.000137	0.000126	0.000125
0.000742	-0.001521	-0.001522
-84.000008	83.999767	-0.000233
-83.999693	83.999986	-0.000014
-84.000762	83.999552	-0.000448
-83.999837	83.999387	-0.000613
-83.998355	84.000504	0.000506
